qname	SC5314	target2
orf19.2018.2	C2_01050W_A	
orf19.2019	C2_01030W_A	
orf19.2024	C2_00990W_A	
orf19.2025	C2_00980W_A	
orf19.2030	C2_00940W_A	
orf19.2032	C2_00920W_A	
orf19.2034	C2_00900W_A	
orf19.2035	C2_00890W_A	
orf19.2036	C2_00880W_A	
orf19.2037	C2_00870W_A	
orf19.2038	C2_00860C_A	
orf19.204	C2_09000C_A	
orf19.2040	C2_00840W_A	
orf19.2041	C2_00830C_A	
orf19.2042	C2_00820W_A	
orf19.2043	C2_00810C_A	
orf19.2045	C2_00790C_A	
orf19.2047	C2_00770W_A	
orf19.2048	C2_00760C_A	
orf19.2049	C2_00750W_A	
orf19.2050	C2_00740C_A	
orf19.2051	C2_00730C_A	
orf19.2057	C2_00700W_A	
orf19.2059	C2_00690W_A	
orf19.206	C2_08990C_A	
orf19.2061	C2_00670C_A	
orf19.2063	C2_00650W_A	
orf19.2064	C2_00640W_A	
orf19.2065	C2_00630C_A	
orf19.2066	C2_00620C_A	
orf19.2067	C2_00600C_A	
orf19.2068	C2_00590W_A	
orf19.2070	C2_00570W_A	
orf19.2071	C2_00560W_A	
orf19.2072	C2_00550W_A	
orf19.2073	C2_00540W_A	
orf19.2074	C2_00530W_A	
orf19.2076	C2_00510W_A	
orf19.2078	C2_00490W_A	
orf19.2089	C2_00420W_A	
orf19.2090	C2_00410C_A	
orf19.2091	C2_00400C_A	
orf19.2092	C2_00390C_A	
orf19.2095	C2_00360C_A	
orf19.2097	C2_00350W_A	
orf19.21	C2_06430C_A	
orf19.210	C2_08960C_A	
orf19.2101	C2_00320W_A	
orf19.2103	C2_00310W_A	
orf19.2104	C2_00290W_A	
orf19.2105	C2_00280C_A	
orf19.2106	C2_00270C_A	
orf19.211	C2_08950W_A	
orf19.2110	C2_00230W_A	
orf19.2111	C2_00220C_A	
orf19.2112	C2_00200W_A	
orf19.2113	C2_00190C_A	
orf19.2114	C2_00180C_A	
orf19.2123	C6_04400W_A	
orf19.2124	C6_04410C_A	
orf19.2125	C6_04420W_A	
orf19.2128	C6_04450W_A	
orf19.2129	C6_04440C_A	
orf19.213	C2_08930W_A	
orf19.2131	C6_04470C_A	
orf19.2132	C6_04480C_A	
orf19.2137	C6_04510C_A	
orf19.2143	C6_04530C_A	
orf19.2149	C6_04550C_A	
orf19.215	C2_08920W_A	
orf19.2150	C6_04560W_A	
orf19.216	C2_08910C_A	
orf19.216.1	C2_08900W_A	
orf19.2163	C6_04650W_A	
orf19.2165	C2_08200W_A	
orf19.2167	C2_08180C_A	
orf19.2168	C2_08170W_A	
orf19.2168.3	C2_08160C_A	
orf19.2169	C2_08150W_A	
orf19.217	C2_08890W_A	
orf19.2175	C2_08100W_A	
orf19.2177	C2_08090W_A	
orf19.2178.1	C2_08060W_A	
orf19.2180	C2_08020C_A	
orf19.2181	C2_08030W_A	
orf19.2184	C2_07980W_A	
orf19.2191	C2_07920W_A	
orf19.2191.1	C2_07910C_A	
orf19.2195	C2_07870C_A	
orf19.2196	C2_07860W_A	
orf19.2197	C2_07840W_A	
orf19.22	C2_06440C_A	
orf19.22.1	C2_06450C_A	
orf19.2200	C2_07810W_A	
orf19.2201	C2_07800W_A	
orf19.2202	C2_07790C_A	
orf19.2203	C2_07780W_A	
orf19.2203.1	C2_07770C_A	
orf19.2204	C2_07760W_A	
orf19.2208	C2_07740W_A	
orf19.2210	C2_07720C_A	
orf19.2211	C2_07710W_A	
orf19.2212	C2_07700C_A	
orf19.2213	C2_07690W_A	
orf19.2214	C2_07680W_A	
orf19.2220	C2_08260W_A	
orf19.2222	C2_08270C_A	
orf19.2227	C2_06760C_A	
orf19.2228	C2_06770W_A	
orf19.2229	C2_06780C_A	
orf19.223	C2_08860W_A	
orf19.2230	C2_06790W_A	
orf19.2231	C2_06800C_A	
orf19.2237.1	C2_06850W_A	
orf19.2244	C2_06890C_A	
orf19.2246	C2_06920C_A	
orf19.2247	C2_06930C_A	
orf19.2249	C2_06950C_A	
orf19.225	C2_08850C_A	
orf19.2252	C2_06980W_A	
orf19.2253	C2_06990W_A	
orf19.2256	C2_07000W_A	
orf19.2257	C2_07010W_A	
orf19.2258	C2_07020C_A	
orf19.2259	C2_07030C_A	
orf19.2260	C2_07040W_A	
orf19.2261	C2_07060W_A	
orf19.2262	C2_07070W_A	
orf19.2263	C2_07080C_A	
orf19.2265	C2_07100W_A	
orf19.2266	C2_07110C_A	
orf19.2269	C2_07140W_A	
orf19.2274	C2_07180W_A	
orf19.2275	C2_07190C_A	
orf19.2276	C2_07200W_A	
orf19.2278	C2_07220W_A	
orf19.2281	C2_07240C_A	
orf19.2282	C2_07250C_A	
orf19.2284	C2_07270W_A	
orf19.2285	C2_07280W_A	
orf19.2286	C2_07290W_A	
orf19.229	C3_02410C_A	
orf19.2296	C1_11200W_A	
orf19.2299	C1_11160C_A	
orf19.230	C3_02420C_A	
orf19.2301	C1_11150W_A	
orf19.2302	C1_11140W_A	
orf19.2304	C1_11120C_A	
orf19.2305	C1_11110C_A	
orf19.2306	C1_11100W_A	
orf19.2307	C1_11090C_A	
orf19.2308	C1_11080W_A	
orf19.2310	C1_11050W_A	
orf19.2312	C1_11020W_A	
orf19.2313	C1_11010C_A	
orf19.2314	C1_11000C_A	
orf19.2317	C1_10980W_A	
orf19.2318.1	C1_10960W_A	
orf19.2319	C1_10970W_A	
orf19.2320	C1_10950C_A	
orf19.2325	C1_10920W_A	
orf19.2326	C1_10910C_A	
orf19.2328	C1_10890C_A	
orf19.2330	C1_10880W_A	
orf19.2332	C1_10850W_A	
orf19.2333	C1_10840C_A	
orf19.2335	C1_10820C_A	
orf19.2336	C1_10810W_A	
orf19.2343.1	C1_10750C_A	
orf19.2346	C1_10730W_A	
orf19.2350	C1_10710C_A	
orf19.2352	C1_10690W_A	
orf19.2362	CR_07030C_A	
orf19.2363	CR_07020W_A	
orf19.2366	CR_06990W_A	
orf19.2367	CR_06980W_A	
orf19.2368	CR_06970C_A	
orf19.2369	CR_06960W_A	
orf19.2371	C7_02610C_A	
orf19.2372	C7_02600C_A	
orf19.2376	CR_03440W_A	
orf19.2378	CR_03430W_A	
orf19.2381	CR_03410W_A	
orf19.2382	CR_03400W_A	
orf19.2386	CR_03360W_A	
orf19.2387	CR_03350C_A	
orf19.2389	CR_03340C_A	
orf19.239	C3_02490C_A	
orf19.2391	CR_03330W_A	
orf19.2392	CR_03320C_A	
orf19.2393	CR_03310C_A	
orf19.2394	CR_03300C_A	
orf19.2397	CR_03270W_A	
orf19.2397.3	CR_03260W_A	
orf19.2398	CR_03250C_A	
orf19.2399	CR_03240C_A	
orf19.2400	CR_03230W_A	
orf19.2401	CR_03220C_A	
orf19.2404	CR_03200C_A	
orf19.2406	CR_03180W_A	
orf19.2408	CR_03160W_A	
orf19.2412	CR_03130W_A	
orf19.2414	CR_03120W_A	
orf19.2415	CR_03110W_A	
orf19.2418	CR_03080C_A	
orf19.2426	CR_03020C_A	
orf19.2429	C1_06160W_A	
orf19.2430	C1_06150W_A	
orf19.2431	C1_06140C_A	
orf19.2433	C1_06120C_A	
orf19.2436	C1_06090C_A	
orf19.2438	C1_06070W_A	
orf19.2439.1	C1_06050C_A	
orf19.2442	C1_06030C_A	
orf19.2445	C1_06000W_A	
orf19.2446	C1_05990C_A	
orf19.2447	C1_05980W_A	
orf19.2449	C1_05970W_A	
orf19.2452	C1_05950C_A	
orf19.2455	C1_05930C_A	
orf19.2457	C1_05920W_A	
orf19.2459	C1_05900W_A	
orf19.246	C3_02570W_A	
orf19.2460	C1_05890W_A	
orf19.2468	C1_05830W_A	
orf19.247	C3_02580C_A	
orf19.2472	C1_05800C_A	
orf19.2472.1	C1_05790W_A	
orf19.2473	C1_05780W_A	
orf19.2476	C1_05750C_A	
orf19.2478	C1_05740C_A	
orf19.2478.1	C1_05720W_A	
orf19.2481	C1_05690C_A	
orf19.2484	C1_05670W_A	
orf19.2485	C1_05660C_A	
orf19.2487	C1_05650W_A	
orf19.2489	C1_05630C_A	
orf19.2494	C1_05610W_A	
orf19.2498	C3_00940W_A	
orf19.2499	C3_00950C_A	
orf19.25	C2_06480W_A	
orf19.2500	C3_00960W_A	
orf19.2503	C3_00990C_A	
orf19.2505	C3_01010W_A	
orf19.2506	C3_01020W_A	
orf19.2509	C3_01050C_A	
orf19.2509.1	C3_01060W_A	
orf19.2510	C3_01070C_A	
orf19.2511.2	C3_01090W_A	
orf19.2512	C3_01100W_A	
orf19.2513	C3_01110C_A	
orf19.2514	C3_01120W_A	
orf19.2515	C3_01130C_A	
orf19.2516	C3_01140W_A	
orf19.2517	CR_01340W_A	
orf19.2518	CR_01350C_A	
orf19.2519	CR_01360W_A	
orf19.252	C3_02620C_A	
orf19.2520	CR_01370C_A	
orf19.2521	CR_01380W_A	
orf19.2527	CR_01410C_A	
orf19.2528	CR_01420W_A	
orf19.2529.1	CR_01440C_A	
orf19.2530	CR_01460C_A	
orf19.2533.1	CR_01490C_A	
orf19.2537	CR_01510C_A	
orf19.2539	CR_01530C_A	
orf19.254	C3_02630C_A	
orf19.2541	CR_01550C_A	
orf19.2542	CR_01560W_A	
orf19.2544	CR_01570W_A	
orf19.2547	CR_01600C_A	
orf19.2552	CR_01630C_A	
orf19.2553	CR_01640C_A	
orf19.2558	CR_01670W_A	
orf19.2563	CR_01700C_A	
orf19.2564	CR_01710W_A	
orf19.2565	CR_01720W_A	
orf19.257	C3_02650W_A	
orf19.2574	CR_01770C_A	
orf19.2575	CR_01780W_A	
orf19.2579	CR_01790C_A	
orf19.258	C3_02660W_A	
orf19.2581	CR_01810C_A	
orf19.2582	CR_01820W_A	
orf19.2583.1	CR_01840W_A	
orf19.2583.2	CR_01850C_A	
orf19.2585	CR_01870C_A	
orf19.259	C3_02670W_A	
orf19.2590	CR_01910C_A	
orf19.2591	CR_01920W_A	
orf19.2594	CR_01950W_A	
orf19.26	C2_06490W_A	
orf19.2604	CR_02030C_A	
orf19.2607	CR_02060W_A	
orf19.261	C3_02690C_A	
orf19.2610	CR_02100C_A	
orf19.2612	CR_02120C_A	
orf19.2620	CR_07500W_A	
orf19.2621	CR_07510W_A	
orf19.2624	CR_07540C_A	
orf19.2625	CR_07550C_A	
orf19.263.1	C3_02710W_A	
orf19.2631	C4_05260W_A	
orf19.2633.1	CR_07740W_A	
orf19.2637	C5_03460C_A	
orf19.2638	C5_03430W_A	
orf19.2638.1	C5_03440W_A	
orf19.2639	C5_03410C_A	
orf19.2639.1	C5_03400C_A	
orf19.264	C3_02720W_A	
orf19.2642	C5_03370C_A	
orf19.2645	C5_03340W_A	
orf19.265	C3_02750W_A	
orf19.2650	C5_03300C_A	
orf19.2650.1	C5_03290C_A	
orf19.2653	C5_03260C_A	
orf19.2657	C5_03210C_A	
orf19.2662	C1_06190C_A	
orf19.2663	C1_06200W_A	
orf19.2664	C4_03290W_A	
orf19.2669	C4_03230C_A	
orf19.267	C3_02760C_A	
orf19.2670	C4_03200C_A	
orf19.2671	C4_03190W_A	
orf19.2673	C4_03170W_A	
orf19.2674	C4_03160C_A	
orf19.2675	C4_03150W_A	
orf19.2676	C4_03140C_A	
orf19.2677	C4_03130W_A	
orf19.268	C3_02770C_A	
orf19.2680	C4_03110W_A	
orf19.2682	C4_03090W_A	
orf19.2684	C4_03080W_A	
orf19.2686	C4_03050C_A	
orf19.2687.1	C4_03040W_A	
orf19.2691	C4_03000C_A	
orf19.2697	C4_02960W_A	
orf19.2698	C4_02950C_A	
orf19.27	C2_06510W_A	
orf19.270	C3_02790W_A	
orf19.2701	C4_02930W_A	
orf19.2703	C4_02920W_A	
orf19.2704	C4_02910W_A	
orf19.2708	C4_02880C_A	
orf19.2710	C4_02860W_A	
orf19.2711	C4_02850W_A	
orf19.2713	C4_02820W_A	
orf19.2720	C4_02780W_A	
orf19.2721	C4_02770C_A	
orf19.2724	C4_02740W_A	
orf19.2725	C4_02730C_A	
orf19.2726	C4_02720C_A	
orf19.2728	C4_02700W_A	
orf19.2730	C4_02690W_A	
orf19.2731	C4_02680C_A	
orf19.2733	C4_02670W_A	
orf19.2734	C4_02660W_A	
orf19.2737	C4_02620C_A	
orf19.2739	C4_02600C_A	
orf19.2740	C4_02590C_A	
orf19.2742	C4_02580W_A	
orf19.2743	C4_02570C_A	
orf19.2749	C4_02520C_A	
orf19.275	C3_02840W_A	
orf19.2751	C4_02510W_A	
orf19.2755	C4_02470C_A	
orf19.2756	C4_02460W_A	
orf19.2757	C4_02450W_A	
orf19.276	C3_02850C_A	
orf19.2760	C4_02430W_A	
orf19.2761	C4_02420C_A	
orf19.2763	C4_02400C_A	
orf19.2766	C4_02380W_A	
orf19.2769	C4_02340W_A	
orf19.2770	C4_02330C_A	
orf19.2778	C1_07660W_A	
orf19.2779	C1_07650W_A	
orf19.278	C3_02870C_A	
orf19.2781	C1_07640C_A	
orf19.2782	C1_07630W_A	
orf19.2784	C1_07610C_A	
orf19.2786	C1_07590C_A	
orf19.2788	C1_07570C_A	
orf19.2789	C1_07560W_A	
orf19.279	C3_02880W_A	
orf19.2794	C1_07510W_A	
orf19.2796	C1_07490C_A	
orf19.2797	C1_07480C_A	
orf19.2798	C1_07470C_A	
orf19.28	C2_06520C_A	
orf19.280	C3_02890C_A	
orf19.2800	C1_07530W_A	
orf19.2804	C3_04040W_A	
orf19.281	C3_02900W_A	
orf19.2812	C3_03980C_A	
orf19.2813	C3_03940C_A	
orf19.2818	CR_02590C_A	
orf19.2819	CR_02600W_A	
orf19.2820	CR_02610C_A	
orf19.2821	CR_02620C_A	
orf19.2822	CR_02630C_A	
orf19.2826	CR_02670C_A	
orf19.2827	CR_02680W_A	
orf19.2828	CR_02690W_A	
orf19.2829	CR_02700W_A	
orf19.2835	CR_02770C_A	
orf19.2836	CR_02780W_A	
orf19.2838	CR_02800C_A	
orf19.284	C3_02910W_A	
orf19.2846	CR_02880W_A	
orf19.2847	CR_02890C_A	
orf19.2847.1	CR_02900W_A	
orf19.2848	CR_02910W_A	
orf19.285	C3_02920W_A	
orf19.2850	CR_02930W_A	
orf19.2851	CR_02940C_A	
orf19.2852	CR_02950C_A	
orf19.2853	CR_02960W_A	
orf19.2857	CR_02970C_A	
orf19.286	C3_02930W_A	
orf19.2863	CR_03000C_A	
orf19.2866	C4_06660W_A	
orf19.2867	C4_06650W_A	
orf19.2868	C4_06640C_A	
orf19.2869	C4_06630C_A	
orf19.2870	C4_06620C_A	
orf19.2875	C4_06590W_A	
orf19.2887	C4_06470W_A	
orf19.2888	C4_06460C_A	
orf19.2889	C4_06450W_A	
orf19.2890	C4_06440C_A	
orf19.2891	C4_06430C_A	
orf19.2892	C4_06420W_A	
orf19.2893	C4_06410W_A	
orf19.2898	C4_06370C_A	
orf19.2899	C4_06360C_A	
orf19.29	C2_06530W_A	
orf19.2905	C4_06320C_A	
orf19.2907.1	C4_06290W_A	
orf19.2908	C4_06280C_A	
orf19.291	C3_02970C_A	
orf19.2914	C4_06240W_A	
orf19.2915	C4_06230C_A	
orf19.2916	C4_06220C_A	
orf19.2917	C4_06210C_A	
orf19.2917.1	C4_06200W_A	
orf19.292	C3_02980C_A	
orf19.2920	C4_06170C_A	
orf19.2921	C4_06160W_A	
orf19.2922	C4_06150C_A	
orf19.2923	C4_06140C_A	
orf19.2925	C1_02380C_A	
orf19.2926	C1_02390W_A	
orf19.2928	C1_02410C_A	
orf19.2930	C1_02430C_A	
orf19.2933	C1_02440C_A	
orf19.2934	C1_02450C_A	
orf19.2936	C1_02470W_A	
orf19.2938	C1_02490C_A	
orf19.2939	C1_02500W_A	
orf19.2940	C1_02510W_A	
orf19.2943.5	C1_02560W_A	
orf19.295	C3_02990C_A	
orf19.2954	C1_02650W_A	
orf19.2959	C1_02690C_A	
orf19.2959.1	C1_02700C_A	
orf19.296	C3_03000W_A	
orf19.2961	C1_02720W_A	
orf19.2962	C1_02730W_A	
orf19.2963	C1_02740C_A	
orf19.2964	C1_02750C_A	
orf19.2965	C1_02760W_A	
orf19.2965.1	C1_02770W_A	
orf19.2966	C1_02780W_A	
orf19.2968	C1_02800W_A	
orf19.2971	C1_02830W_A	
orf19.2973	C1_02850W_A	
orf19.2978	C1_02890C_A	
orf19.298	C3_03020W_A	
orf19.2980	C1_02900C_A	
orf19.2982	C1_02910C_A	
orf19.2985	C1_02940C_A	
orf19.2986	C1_02950W_A	
orf19.2987	C1_02960C_A	
orf19.2988	C1_02970W_A	
orf19.2995	C1_03040W_A	
orf19.2996	C1_03050W_A	
orf19.3003	C1_03100W_A	
orf19.3004	C1_03120W_A	
orf19.3007	C1_03140W_A	
orf19.3007.2	C1_03150C_A	
orf19.3009	C1_03170C_A	
orf19.3010	C1_03180W_A	
orf19.3016	C1_03240W_A	
orf19.3019	C1_03260W_A	
orf19.302	C3_03060W_A	
orf19.3021	C1_03270W_A	
orf19.3022	C1_03280W_A	
orf19.3027	C1_03310W_A	
orf19.3030	C1_03330C_A	
orf19.3035	C1_03360W_A	
orf19.3037	C1_03370W_A	
orf19.304	C3_03070W_A	
orf19.3041	C1_03400W_A	
orf19.3042	C1_03410W_A	
orf19.3043	C1_03430W_A	
orf19.3045	C1_03440C_A	
orf19.3047	C1_03450C_A	
orf19.3048	C1_03460C_A	
orf19.3049	C1_03470C_A	
orf19.305	C3_03080W_A	
orf19.3051	C1_03490W_A	
orf19.3053	C1_03510C_A	
orf19.3057	C1_03540C_A	
orf19.3059.1	C1_03580W_A	
orf19.3060	C1_03600W_A	
orf19.3061.1	C1_03620C_A	
orf19.3062	C1_03630W_A	
orf19.3064.1	C1_03660W_A	
orf19.307	C3_03100C_A	
orf19.3073	C4_07260W_A	
orf19.3076	C4_07240W_A	
orf19.308	C3_03110W_A	
orf19.3080	C4_07220C_A	
orf19.3083	C4_07200C_A	
orf19.3084	C4_07210W_A	
orf19.3087.1	C4_07170C_A	
orf19.3087.2	C4_07160W_A	
orf19.3088	C4_07150W_A	
orf19.3089	C4_07140W_A	
orf19.3091	C4_07130W_A	
orf19.3098	C4_07100C_A	
orf19.31	C2_06550W_A	
orf19.310	C3_03130C_A	
orf19.3100	C4_07080C_A	
orf19.3103	C4_07060W_A	
orf19.3105	C4_07040W_A	
orf19.3107	C4_07020C_A	
orf19.3108	C4_07010C_A	
orf19.3109	C4_07000W_A	
orf19.3113	C4_06960W_A	
orf19.3114	C4_06950W_A	
orf19.3115	C4_06940C_A	
orf19.3120	C4_06910W_A	
orf19.3122.2	C4_06880C_A	
orf19.3123.2	C4_06860C_A	
orf19.3124	C4_06850C_A	
orf19.3125	C4_06840W_A	
orf19.3128	C4_06810C_A	
orf19.3129	C4_06800W_A	
orf19.3130	C4_06790W_A	
orf19.3132	C4_06770W_A	
orf19.3134	C4_06750C_A	
orf19.3135	C4_06740C_A	
orf19.3136	C4_06730C_A	
orf19.3139	C4_06710W_A	
orf19.314	C3_03150W_A	
orf19.3140	C4_06700W_A	
orf19.3140.1	C4_06690C_A	
orf19.3141	C4_06680C_A	
orf19.3142	C4_06670W_A	
orf19.3147	C2_06750C_A	
orf19.3148	C2_06740W_A	
orf19.315	C3_03160C_A	
orf19.3151	C2_06710W_A	
orf19.3154	C3_01170W_A	
orf19.3156	C3_01180C_A	
orf19.3158	C3_01190C_A	
orf19.3159.4	C5_02090W_A	
orf19.3161	C5_02070C_A	
orf19.3163	C5_02060W_A	
orf19.3166	C5_02050W_A	
orf19.3167	C5_02040W_A	
orf19.3169	C5_02020C_A	
orf19.3170	C5_02010C_A	
orf19.3172	C5_01990W_A	
orf19.3173	C5_01980C_A	
orf19.3175	C5_01960C_A	
orf19.3177	C5_01940W_A	
orf19.3178	C5_01930W_A	
orf19.318	C3_03190C_A	
orf19.3180	C5_01920C_A	
orf19.3181.1	C5_01900C_A	
orf19.3183	C5_01890W_A	
orf19.3184	C5_01880C_A	
orf19.3185	C5_01870W_A	
orf19.3186	C5_01860W_A	
orf19.319	C3_03200C_A	
orf19.3196	C5_01790C_A	
orf19.320	C3_03210W_A	
orf19.3202	C5_01730W_A	
orf19.3204	C5_01710C_A	
orf19.3205	C5_01700W_A	
orf19.321	C3_03230C_A	
orf19.3210	C5_04010C_A	
orf19.3213	C5_03980W_A	
orf19.3214	C5_03970W_A	
orf19.3215	C5_03960W_A	
orf19.3216	C5_03950W_A	
orf19.3218	C5_03940C_A	
orf19.3219	C5_03930C_A	
orf19.322	C3_03240C_A	
orf19.3220	C5_03920C_A	
orf19.3222	CR_01320C_A	
orf19.3223.1	CR_01300W_A	
orf19.3226	CR_01280C_A	
orf19.3228	CR_01260W_A	
orf19.3229	CR_01250C_A	
orf19.323	C3_03250W_A	
orf19.3232	CR_01220W_A	
orf19.3235	CR_01180W_A	
orf19.3237	CR_01170W_A	
orf19.3238	CR_01160W_A	
orf19.3241	CR_01130W_A	
orf19.3242	CR_01120C_A	
orf19.3244	CR_01100C_A	
orf19.3245	CR_01090W_A	
orf19.3247	CR_01080W_A	
orf19.3248	CR_01070W_A	
orf19.325	C3_03260W_A	
orf19.3250	CR_01050C_A	
orf19.3254	CR_01020C_A	
orf19.3259	CR_00990W_A	
orf19.326	C3_03270W_A	
orf19.3264.1	CR_00910W_A	
orf19.3265.1	CR_00890C_A	
orf19.3266	CR_00880W_A	
orf19.3267	CR_00870C_A	
orf19.3271	CR_00840C_A	
orf19.3272	CR_00830W_A	
orf19.3273	CR_00820C_A	
orf19.3275	CR_00810W_A	
orf19.3277	CR_00790C_A	
orf19.3280	CR_00770W_A	
orf19.3281	CR_00750C_A	
orf19.3283	CR_00710C_A	
orf19.3284	CR_00720W_A	
orf19.3285	CR_00700W_A	
orf19.3286	CR_00690C_A	
orf19.3289	C1_01000C_A	
orf19.329	C3_03300C_A	
orf19.3290	C1_01010W_A	
orf19.3292	C1_01040W_A	
orf19.3293	C1_01050C_A	
orf19.3295	C1_01070C_A	
orf19.3296	C1_01080W_A	
orf19.3297	C1_01090C_A	
orf19.33	C2_06570C_A	
orf19.3301	C1_01130W_A	
orf19.3302	C1_01140C_A	
orf19.3303	C1_01150C_A	
orf19.3304	C1_01160C_A	
orf19.3306	C1_01180C_A	
orf19.3307	C1_01190C_A	
orf19.3309	C1_01210W_A	
orf19.331	C3_03310C_A	
orf19.3310	C1_01220C_A	
orf19.3312	C1_01250W_A	
orf19.3318	C1_01290C_A	
orf19.3319	C1_01300W_A	
orf19.332	C3_03330C_A	
orf19.332.1	C3_03340C_A	
orf19.3320	C1_01310W_A	
orf19.3323	C1_01340C_A	
orf19.3325	C1_01360C_A	
orf19.3329	C1_01400C_A	
orf19.3332	C1_01460W_A	
orf19.3333	C1_01470W_A	
orf19.3335	C1_01490W_A	
orf19.3336	C1_01500W_A	
orf19.3337	C1_01510W_A	
orf19.334	C3_03370C_A	
orf19.3341	C1_01530C_A	
orf19.3342	C1_01540W_A	
orf19.3348	C1_01580W_A	
orf19.3349	C1_01590C_A	
orf19.335	C3_03380W_A	
orf19.3351	C1_01610C_A	
orf19.3352	C1_01620C_A	
orf19.3353	C1_01630W_A	
orf19.3357	C1_01680C_A	
orf19.3360	C1_01710W_A	
orf19.3364	C4_03370C_A	
orf19.3366.1	C4_03400W_A	
orf19.3367	C4_03410W_A	
orf19.3368	C4_03420C_A	
orf19.3373	C4_03460C_A	
orf19.3375	C4_03480C_A	
orf19.3376	C4_03490C_A	
orf19.3378	C4_03500C_A	
orf19.338	C3_03410C_A	
orf19.3393	C6_01890C_A	
orf19.3394	C6_01880W_A	
orf19.3395	C6_01870C_A	
orf19.3399	C6_01850W_A	
orf19.340	C3_03430C_A	
orf19.3404	C6_01810W_A	
orf19.3406	C6_01780C_A	
orf19.341	C3_03440C_A	
orf19.3411	C6_01750C_A	
orf19.3418	C6_01680C_A	
orf19.3420	C6_01660C_A	
orf19.3425	C6_01620W_A	
orf19.3427	C6_01600W_A	
orf19.3428	C6_01590W_A	
orf19.3430	C6_01560W_A	
orf19.3431	C6_01550C_A	
orf19.3432	C6_01520W_A	
orf19.3432.1	C6_01530C_A	
orf19.3435	C6_01490C_A	
orf19.3436	C6_01480W_A	
orf19.3437	C6_01470W_A	
orf19.3438	C6_01460C_A	
orf19.3439	C6_01450C_A	
orf19.344	C3_03460C_A	
orf19.3442	C6_01420C_A	
orf19.3444	C6_01400W_A	
orf19.3446	C6_01380C_A	
orf19.3447	C6_01370W_A	
orf19.3448	C6_01360W_A	
orf19.3449	C6_01350W_A	
orf19.3449.2	C6_01340C_A	
orf19.345	C3_03470W_A	
orf19.3450.1	C6_01330C_A	
orf19.3453	C6_02140W_A	
orf19.3455	C6_02150C_A	
orf19.3456	C6_02160W_A	
orf19.3458	C6_02180W_A	
orf19.3459	C6_02190C_A	
orf19.3460	C6_02200C_A	
orf19.3461	C6_02210W_A	
orf19.3463	C6_02230W_A	
orf19.3466	C6_02250W_A	
orf19.3469	C6_02280W_A	
orf19.3470	C6_02290C_A	
orf19.3471	C6_02300C_A	
orf19.3473	C6_02310W_A	
orf19.3475	C6_02330W_A	
orf19.3477	C6_02350C_A	
orf19.3480	C6_02370C_A	
orf19.3481	C6_02380W_A	
orf19.3482	C6_02410W_A	
orf19.3483	C6_02420W_A	
orf19.3487	CR_07690W_A	
orf19.349	C3_03510C_A	
orf19.3498	C6_02110W_A	
orf19.3499	C6_02100W_A	
orf19.35	C2_06600W_A	
orf19.35.1	C2_06610C_A	
orf19.3501	C6_02090C_A	
orf19.3503	C6_02080W_A	
orf19.3508	C6_02030C_A	
orf19.351	C3_03530W_A	
orf19.3515	CR_05440W_A	
orf19.3516	CR_05450C_A	
orf19.3517	CR_05460W_A	
orf19.3518	CR_05480W_A	
orf19.352	C3_03540W_A	
orf19.3522	C2_04910W_A	
orf19.3528	C2_04960C_A	
orf19.3531	C2_04990W_A	
orf19.3533	C2_05020W_A	
orf19.3535	C2_05040C_A	
orf19.3536	C2_05050C_A	
orf19.3537	C2_05060C_A	
orf19.3539	C2_05080C_A	
orf19.354	C3_03560W_A	
orf19.3543	C2_05120C_A	
orf19.3544	C2_05130W_A	
orf19.3547	C2_05160C_A	
orf19.3548	C2_05170W_A	
orf19.355	C3_03570C_A	
orf19.3552	C2_05220C_A	
orf19.3556	C2_05270W_A	
orf19.3558	C2_05290C_A	
orf19.3559	C2_05300C_A	
orf19.3563	C2_05330C_A	
orf19.3565	C2_05350C_A	
orf19.3569	C2_05380W_A	
orf19.357	C3_03590W_A	
orf19.3571	C2_05390C_A	
orf19.3572	C2_05400W_A	
orf19.3572.3	C2_05410W_A	
orf19.3577.1	C2_05480C_A	
orf19.3578	C2_05490W_A	
orf19.3581	C2_05510C_A	
orf19.3582	C2_05520W_A	
orf19.3583	C2_05530C_A	
orf19.3585	C2_08840W_A	
orf19.3586	C2_08830W_A	
orf19.3594	C2_08770C_A	
orf19.36	C2_06620W_A	
orf19.36.1	C2_06630C_A	
orf19.3600	C2_08750W_A	
orf19.3601	C2_08740W_A	
orf19.3604	C2_08720W_A	
orf19.3606	C2_08700C_A	
orf19.3607	C2_08690C_A	
orf19.3610	C2_08660C_A	
orf19.3611	C2_08650W_A	
orf19.3613	C2_08630C_A	
orf19.3615	C2_08620W_A	
orf19.3621	C2_08580W_A	
orf19.3625	C2_08540C_A	
orf19.3626	C2_08530C_A	
orf19.3626.1	C2_08520C_A	
orf19.3627	C2_08510W_A	
orf19.3633	C2_08460C_A	
orf19.3635	C2_08450W_A	
orf19.3637	C2_08440W_A	
orf19.3639	C2_08420W_A	
orf19.3643	C6_00810C_A	
orf19.3644	C6_00800C_A	
orf19.3648	C6_00770C_A	
orf19.3649	C6_00760W_A	
orf19.3655	C6_00730W_A	
orf19.3658	C6_00710W_A	
orf19.3659	C6_00700C_A	
orf19.366	C4_00030C_A	
orf19.3660	C6_00690W_A	
