status_treat2	gene_name
NC	CR_04550W_A
UP	CR_04560C_A
NC	CR_04570C_A
NC	CR_04580W_A
DOWN	CR_04590C_A
NC	CR_04600W_A
UP	CR_04610C_A
UP	CR_04620C_A
UP	CR_04630C_A
UP	CR_04640W_A
NC	CR_04650W_A
NC	CR_04660C_A
UP	CR_04670C_A
NC	CR_04680C_A
UP	CR_04710W_A
NC	CR_04720C_A
NC	CR_04730W_A
DOWN	CR_04740C_A
UP	CR_04750W_A
NC	CR_04760C_A
NC	CR_04770C_A
NC	CR_04780W_A
NC	CR_04790W_A
UP	CR_04800W_A
DOWN	CR_04810W_A
UP	CR_04820W_A
NC	CR_04830C_A
NC	CR_04840C_A
NC	CR_04850C_A
NC	CR_04860C_A
NC	CR_04870C_A
NC	CR_04880W_A
UP	CR_04890W_A
UP	CR_04900C_A
UP	CR_04910W_A
NC	CR_04920W_A
NC	CR_04930W_A
UP	CR_04940W_A
UP	CR_04950W_A
DOWN	CR_04960C_A
UP	CR_04970C_A
UP	CR_04980C_A
UP	CR_04990C_A
UP	CR_05000C_A
UP	CR_05010W_A
NC	CR_05020W_A
NC	CR_05030W_A
UP	CR_05040W_A
DOWN	CR_05050W_A
NC	CR_05080W_A
UP	CR_05090C_A
UP	CR_05100W_A
NC	CR_05120W_A
NC	CR_05130C_A
UP	CR_05140W_A
NC	CR_05150W_A
UP	CR_05160C_A
NC	CR_05170C_A
DOWN	CR_05180C_A
UP	CR_05190W_A
NC	CR_05200C_A
DOWN	CR_05210W_A
UP	CR_05220C_A
UP	CR_05240C_A
NC	CR_05250C_A
NC	CR_05260C_A
UP	CR_05270W_A
UP	CR_05280W_A
NC	CR_05290W_A
NC	CR_05300C_A
NC	CR_05310W_A
NC	CR_05320C_A
NC	CR_05330W_A
DOWN	CR_05340C_A
UP	CR_05350W_A
NC	CR_05360C_A
UP	CR_05370W_A
NC	CR_05380C_A
NC	CR_05390W_A
UP	CR_05420W_A
UP	CR_05430W_A
NC	CR_05440W_A
UP	CR_05450C_A
NC	CR_05460W_A
UP	CR_05470C_A
NC	CR_05480W_A
UP	CR_05490W_A
NC	CR_05500C_A
UP	CR_05510W_A
NC	CR_05520W_A
NC	CR_05530C_A
NC	CR_05540C_A
UP	CR_05550C_A
NC	CR_05560W_A
UP	CR_05570C_A
UP	CR_05580C_A
UP	CR_05610C_A
UP	CR_05620C_A
UP	CR_05630W_A
UP	CR_05640C_A
NC	CR_05650W_A
NC	CR_05660W_A
DOWN	CR_05670C_A
DOWN	CR_05680C_A
NC	CR_05690W_A
NC	CR_05700C_A
UP	CR_05710C_A
NC	CR_05720W_A
DOWN	CR_05730C_A
NC	CR_05740C_A
NC	CR_05750W_A
NC	CR_05760C_A
NC	CR_05770W_A
NC	CR_05780W_A
DOWN	CR_05790C_A
UP	CR_05800C_A
NC	CR_05830C_A
NC	CR_05840W_A
NC	CR_05860W_A
UP	CR_05880W_A
NC	CR_05890C_A
NC	CR_05900W_A
NC	CR_05910W_A
DOWN	CR_05920C_A
UP	CR_05940W_A
UP	CR_05950C_A
NC	CR_05960W_A
NC	CR_05970C_A
UP	CR_05980W_A
NC	CR_05990C_A
UP	CR_06000W_A
NC	CR_06010W_A
NC	CR_06020W_A
UP	CR_06030C_A
UP	CR_06040W_A
NC	CR_06050W_A
NC	CR_06060W_A
UP	CR_06070W_A
UP	CR_06080W_A
UP	CR_06090W_A
UP	CR_06100C_A
UP	CR_06110C_A
NC	CR_06120W_A
UP	CR_06130C_A
NC	CR_06140W_A
DOWN	CR_06150C_A
NC	CR_06160C_A
NC	CR_06170W_A
NC	CR_06180W_A
UP	CR_06190C_A
UP	CR_06200C_A
UP	CR_06210C_A
UP	CR_06220C_A
UP	CR_06230W_A
UP	CR_06240C_A
UP	CR_06250W_A
UP	CR_06260W_A
NC	CR_06270W_A
NC	CR_06290C_A
DOWN	CR_06300C_A
UP	CR_06310W_A
UP	CR_06320C_A
NC	CR_06330C_A
DOWN	CR_06340C_A
UP	CR_06350C_A
NC	CR_06380C_A
NC	CR_06420W_A
UP	CR_06430W_A
UP	CR_06440C_A
UP	CR_06450W_A
UP	CR_06460W_A
NC	CR_06470W_A
UP	CR_06480C_A
UP	CR_06490C_A
UP	CR_06500C_A
UP	CR_06510W_A
NC	CR_06520C_A
UP	CR_06530W_A
NC	CR_06540W_A
UP	CR_06550C_A
UP	CR_06560C_A
NC	CR_06570C_A
UP	CR_06580W_A
UP	CR_06590C_A
NC	CR_06600C_A
UP	CR_06610W_A
UP	CR_06620W_A
UP	CR_06630W_A
NC	CR_06640C_A
NC	CR_06650C_A
NC	CR_06660W_A
UP	CR_06670W_A
UP	CR_06680C_A
NC	CR_06690C_A
NC	CR_06700C_A
UP	CR_06710C_A
UP	CR_06720W_A
UP	CR_06730W_A
UP	CR_06740W_A
UP	CR_06750C_A
DOWN	CR_06760C_A
NC	CR_06770C_A
NC	CR_06780W_A
NC	CR_06790C_A
DOWN	CR_06800C_A
DOWN	CR_06810W_A
UP	CR_06820W_A
NC	CR_06830C_A
NC	CR_06840W_A
UP	CR_06850C_A
UP	CR_06860C_A
UP	CR_06870C_A
NC	CR_06900C_A
UP	CR_06910W_A
NC	CR_06920W_A
NC	CR_06930W_A
UP	CR_06940W_A
UP	CR_06950C_A
UP	CR_06960W_A
UP	CR_06970C_A
UP	CR_06980W_A
UP	CR_06990W_A
UP	CR_07000C_A
DOWN	CR_07010W_A
NC	CR_07020W_A
UP	CR_07030C_A
UP	CR_07040W_A
NC	CR_07050C_A
NC	CR_07060C_A
UP	CR_07070C_A
NC	CR_07080W_A
NC	CR_07090W_A
NC	CR_07100W_A
UP	CR_07110C_A
NC	CR_07120C_A
UP	CR_07130C_A
DOWN	CR_07140C_A
NC	CR_07150W_A
UP	CR_07160C_A
UP	CR_07170W_A
NC	CR_07180W_A
NC	CR_07190W_A
UP	CR_07200W_A
NC	CR_07210W_A
UP	CR_07220C_A
NC	CR_07230W_A
UP	CR_07240C_A
UP	CR_07250C_A
UP	CR_07260C_A
NC	CR_07270C_A
UP	CR_07280W_A
UP	CR_07290W_A
UP	CR_07300W_A
UP	CR_07310W_A
NC	CR_07320C_A
NC	CR_07330W_A
NC	CR_07340C_A
NC	CR_07350W_A
UP	CR_07360W_A
NC	CR_07370W_A
NC	CR_07380C_A
NC	CR_07390C_A
NC	CR_07400C_A
NC	CR_07420W_A
NC	CR_07440W_A
NC	CR_07450C_A
NC	CR_07460C_A
NC	CR_07470W_A
UP	CR_07480W_A
NC	CR_07490C_A
DOWN	CR_07500W_A
UP	CR_07510W_A
NC	CR_07520C_A
NC	CR_07530C_A
UP	CR_07540C_A
NC	CR_07550C_A
NC	CR_07560W_A
NC	CR_07570W_A
UP	CR_07580C_A
NC	CR_07590W_A
UP	CR_07600W_A
UP	CR_07610C_A
NC	CR_07620W_A
DOWN	CR_07630C_A
NC	CR_07640C_A
NC	CR_07650W_A
NC	CR_07660C_A
NC	CR_07670W_A
UP	CR_07680C_A
NC	CR_07690W_A
UP	CR_07700W_A
NC	CR_07710W_A
NC	CR_07720C_A
UP	CR_07730W_A
UP	CR_07740W_A
UP	CR_07750C_A
NC	CR_07760W_A
NC	CR_07770C_A
NC	CR_07780W_A
DOWN	CR_07790C_A
NC	CR_07800W_A
UP	CR_07810W_A
UP	CR_07820W_A
NC	CR_07830C_A
NC	CR_07840C_A
UP	CR_07850W_A
NC	CR_07860C_A
NC	CR_07870W_A
NC	CR_07890W_A
UP	CR_07900C_A
UP	CR_07910C_A
NC	CR_07920W_A
UP	CR_07930C_A
UP	CR_07940W_A
NC	CR_07950W_A
UP	CR_07960C_A
UP	CR_07970C_A
NC	CR_07990C_A
NC	CR_08000C_A
NC	CR_08010W_A
DOWN	CR_08020C_A
NC	CR_08030C_A
NC	CR_08040W_A
UP	CR_08050C_A
UP	CR_08060C_A
NC	CR_08070W_A
UP	CR_08080W_A
DOWN	CR_08090W_A
NC	CR_08100C_A
UP	CR_08110W_A
NC	CR_08120C_A
NC	CR_08130W_A
NC	CR_08140W_A
DOWN	CR_08150W_A
NC	CR_08160W_A
NC	CR_08170C_A
NC	CR_08180C_A
NC	CR_08190W_A
UP	CR_08200C_A
DOWN	CR_08210C_A
UP	CR_08250C_A
NC	CR_08260C_A
UP	CR_08270W_A
UP	CR_08280W_A
NC	CR_08290W_A
NC	CR_08300C_A
UP	CR_08310C_A
NC	CR_08320W_A
UP	CR_08330W_A
NC	CR_08340W_A
UP	CR_08350W_A
DOWN	CR_08360C_A
NC	CR_08370W_A
UP	CR_08380C_A
NC	CR_08400C_A
NC	CR_08410W_A
UP	CR_08420W_A
NC	CR_08430W_A
UP	CR_08440W_A
NC	CR_08450C_A
NC	CR_08460W_A
UP	CR_08470W_A
DOWN	CR_08480C_A
NC	CR_08490W_A
UP	CR_08500W_A
NC	CR_08510W_A
NC	CR_08520C_A
NC	CR_08540C_A
NC	CR_08550W_A
NC	CR_08560C_A
NC	CR_08570W_A
UP	CR_08580C_A
NC	CR_08590W_A
NC	CR_08600C_A
NC	CR_08610W_A
NC	CR_08620C_A
UP	CR_08630W_A
NC	CR_08640C_A
NC	CR_08650C_A
UP	CR_08660W_A
UP	CR_08670C_A
NC	CR_08680C_A
NC	CR_08690C_A
DOWN	CR_08700C_A
NC	CR_08710W_A
UP	CR_08720W_A
UP	CR_08740W_A
UP	CR_08760C_A
UP	CR_08770W_A
UP	CR_08780W_A
UP	CR_08790W_A
UP	CR_08800W_A
UP	CR_08810W_A
NC	CR_08820C_A
UP	CR_08830W_A
NC	CR_08840C_A
NC	CR_08850W_A
NC	CR_08860W_A
NC	CR_08870W_A
UP	CR_08880C_A
UP	CR_08890C_A
UP	CR_08900C_A
UP	CR_08910C_A
UP	CR_08920W_A
NC	CR_08930C_A
NC	CR_08940W_A
NC	CR_08950W_A
UP	CR_08960C_A
NC	CR_08980C_A
DOWN	CR_08990C_A
NC	CR_09010C_A
UP	CR_09020C_A
UP	CR_09030C_A
UP	CR_09040W_A
UP	CR_09050C_A
UP	CR_09060W_A
UP	CR_09070C_A
UP	CR_09090C_A
UP	CR_09100C_A
UP	CR_09110C_A
NC	CR_09120C_A
UP	CR_09140C_A
UP	CR_09150W_A
DOWN	CR_09160C_A
NC	CR_09170C_A
DOWN	CR_09180W_A
UP	CR_09190C_A
NC	CR_09200C_A
NC	CR_09210W_A
UP	CR_09220C_A
UP	CR_09230C_A
UP	CR_09240C_A
NC	CR_09270C_A
UP	CR_09290W_A
NC	CR_09300C_A
NC	CR_09310W_A
NC	CR_09320C_A
NC	CR_09330C_A
NC	CR_09340W_A
DOWN	CR_09350C_A
UP	CR_09360W_A
NC	CR_09370W_A
UP	CR_09380W_A
UP	CR_09390C_A
NC	CR_09410W_A
UP	CR_09420C_A
UP	CR_09430C_A
UP	CR_09440C_A
NC	CR_09460C_A
UP	CR_09470W_A
UP	CR_09480W_A
NC	CR_09490W_A
NC	CR_09500C_A
NC	CR_09510C_A
UP	CR_09520C_A
UP	CR_09530C_A
NC	CR_09550C_A
UP	CR_09560C_A
UP	CR_09570W_A
UP	CR_09580C_A
NC	CR_09590W_A
UP	CR_09600C_A
NC	CR_09610C_A
NC	CR_09620C_A
NC	CR_09640C_A
NC	CR_09650W_A
UP	CR_09660W_A
NC	CR_09670C_A
UP	CR_09680C_A
DOWN	CR_09690C_A
UP	CR_09700W_A
UP	CR_09710W_A
UP	CR_09720W_A
NC	CR_09730C_A
UP	CR_09740W_A
UP	CR_09750C_A
NC	CR_09760W_A
NC	CR_09770C_A
NC	CR_09780C_A
NC	CR_09790W_A
NC	CR_09800C_A
UP	CR_09810W_A
UP	CR_09820C_A
NC	CR_09830W_A
UP	CR_09840C_A
UP	CR_09850C_A
UP	CR_09860W_A
DOWN	CR_09880W_A
NC	CR_09890C_A
UP	CR_09900C_A
NC	CR_09910W_A
DOWN	CR_09920W_A
NC	CR_09930W_A
UP	CR_09940W_A
NC	CR_09950C_A
NC	CR_09960C_A
NC	CR_09970W_A
NC	CR_09980W_A
UP	CR_09990W_A
UP	CR_10000C_A
NC	CR_10010C_A
NC	CR_10020C_A
UP	CR_10030W_A
NC	CR_10040W_A
NC	CR_10060W_A
UP	CR_10070C_A
UP	CR_10100C_A
DOWN	CR_10110W_A
NC	CR_10120C_A
NC	CR_10130W_A
DOWN	CR_10140W_A
NC	CR_10160W_A
NC	CR_10170C_A
UP	CR_10180W_A
UP	CR_10190C_A
NC	CR_10200W_A
NC	CR_10210W_A
UP	CR_10230W_A
NC	CR_10240W_A
UP	CR_10250C_A
UP	CR_10260W_A
UP	CR_10270C_A
UP	CR_10280W_A
UP	CR_10290C_A
UP	CR_10300W_A
UP	CR_10310W_A
NC	CR_10320W_A
UP	CR_10330W_A
UP	CR_10340W_A
UP	CR_10350C_A
NC	CR_10360C_A
NC	CR_10370W_A
NC	CR_10380C_A
UP	CR_10390W_A
NC	CR_10400W_A
NC	CR_10410C_A
UP	CR_10420W_A
UP	CR_10430C_A
UP	CR_10440W_A
NC	CR_10450C_A
UP	CR_10460W_A
NC	CR_10470C_A
NC	CR_10480W_A
NC	CR_10490W_A
NC	CR_10500C_A
UP	CR_10510W_A
UP	CR_10520C_A
NC	CR_10530W_A
NC	CR_10540C_A
NC	CR_10550W_A
NC	CR_10570C_A
NC	CR_10580W_A
NC	CR_10590W_A
NC	CR_10600C_A
UP	CR_10610C_A
NC	CR_10620C_A
UP	CR_10630W_A
UP	CR_10640W_A
NC	CR_10650W_A
UP	CR_10660W_A
UP	CR_10670W_A
NC	CR_10680W_A
UP	CR_10690W_A
NC	CR_10700W_A
NC	CR_10710C_A
UP	CR_10720W_A
NC	CR_10730C_A
UP	CR_10740W_A
NC	CR_10750C_A
NC	CR_10760C_A
UP	CR_10770W_A
NC	CR_10780C_A
UP	CR_10790W_A
UP	CR_10800C_A
UP	CR_10810C_A
NC	CR_10820W_A
NC	CR_10830C_A
DOWN	CR_10840C_A
DOWN	CR_10850C_A
UP	CR_10860C_A
